hpr	10	15	0
hpr	10	15	0
hpr	10	15	0
hpr	10	15	0
hpr	10	15	0
hpr	10	15	0
hpr	10	15	0
hpr	10	15	0
hpr	10	15	0
hpr	10	15	0
hpr	10	15	0
hpr	10	15	0.00333
hpr	10	15	0
hpr	10	15	0
hpr	10	15	0.00333
hpr	10	15	0
hpr	10	15	0
hpr	10	15	0.00333
hpr	10	15	0
hpr	10	15	0
hpr	10	15	0.00333
hpr	10	15	0
hpr	10	15	0
hpr	10	15	0
hpr	10	15	0
hpr	10	15	0
hpr	10	15	0
hpr	10	15	0
hpr	10	15	0.00333
hpr	10	15	0
hpr	10	15	0
hpr	10	15	0
hpr	10	15	0.00333
hpr	10	15	0
hpr	10	15	0
hpr	10	15	0.00333
hpr	10	15	0
hpr	10	15	0
hpr	10	15	0.00333
hpr	10	15	0
hpr	10	15	0
hpr	10	15	0
hpr	10	15	0
hpr	10	15	0
hpr	10	15	0
hpr	10	15	0.00333
hpr	10	15	0
hpr	10	15	0
hpr	10	15	0
hpr	10	15	0
hpr	12	18	0
hpr	12	18	0
hpr	12	18	0
hpr	12	18	0.00333
hpr	12	18	0
hpr	12	18	0
hpr	12	18	0
hpr	12	18	0.00333
hpr	12	18	0
hpr	12	18	0
hpr	12	18	0
hpr	12	18	0
hpr	12	18	0
hpr	12	18	0
hpr	12	18	0
hpr	12	18	0
hpr	12	18	0
hpr	12	18	0
hpr	12	18	0
hpr	12	18	0
hpr	12	18	0
hpr	12	18	0.00333
hpr	12	18	0
hpr	12	18	0
hpr	12	18	0
hpr	12	18	0
hpr	12	18	0.00333
hpr	12	18	0
hpr	12	18	0
hpr	12	18	0
hpr	12	18	0
hpr	12	18	0
hpr	12	18	0
hpr	12	18	0
hpr	12	18	0
hpr	12	18	0
hpr	12	18	0.00333
hpr	12	18	0.00333
hpr	12	18	0
hpr	12	18	0
hpr	12	18	0
hpr	12	18	0
hpr	12	18	0
hpr	12	18	0.00333
hpr	12	18	0
hpr	12	18	0.00333
hpr	12	18	0
hpr	12	18	0
hpr	12	18	0
hpr	12	18	0
hpr	14	21	0.00333
hpr	14	21	0.00333
hpr	14	21	0
hpr	14	21	0.01
hpr	14	21	0.00333
hpr	14	21	0.00333
hpr	14	21	0.00333
hpr	14	21	0.00333
hpr	14	21	0.00667
hpr	14	21	0
hpr	14	21	0.00667
hpr	14	21	0.00667
hpr	14	21	0.00667
hpr	14	21	0.00333
hpr	14	21	0.00333
hpr	14	21	0.00333
hpr	14	21	0.00333
hpr	14	21	0.00333
hpr	14	21	0
hpr	14	21	0.00333
hpr	14	21	0.00333
hpr	14	21	0.00333
hpr	14	21	0.00333
hpr	14	21	0
hpr	14	21	0.00333
hpr	14	21	0.01
hpr	14	21	0
hpr	14	21	0.00667
hpr	14	21	0.00333
hpr	14	21	0.00333
hpr	14	21	0.00333
hpr	14	21	0.00333
hpr	14	21	0.00333
hpr	14	21	0.00333
hpr	14	21	0.00667
hpr	14	21	0.00333
hpr	14	21	0.01
hpr	14	21	0.00667
hpr	14	21	0.00667
hpr	14	21	0.00333
hpr	14	21	0.00333
hpr	14	21	0.00333
hpr	14	21	0.00667
hpr	14	21	0.00333
hpr	14	21	0.00667
hpr	14	21	0
hpr	14	21	0
hpr	14	21	0.01
hpr	14	21	0.00667
hpr	14	21	0.00667
hpr	16	24	0.03
hpr	16	24	0.0133
hpr	16	24	0.0167
hpr	16	24	0.01
hpr	16	24	0.00667
hpr	16	24	0.0133
hpr	16	24	0.00667
hpr	16	24	0.0167
hpr	16	24	0.0167
hpr	16	24	0.01
hpr	16	24	0.00333
hpr	16	24	0.0133
hpr	16	24	0.0133
hpr	16	24	0.00333
hpr	16	24	0.02
hpr	16	24	0.00667
hpr	16	24	0.00667
hpr	16	24	0.00333
hpr	16	24	0.00667
hpr	16	24	0.0167
hpr	16	24	0.0167
hpr	16	24	0.0167
hpr	16	24	0.0133
hpr	16	24	0.01
hpr	16	24	0.00667
hpr	16	24	0.0133
hpr	16	24	0.01
hpr	16	24	0.01
hpr	16	24	0.0167
hpr	16	24	0.00667
hpr	16	24	0.00667
hpr	16	24	0.00667
hpr	16	24	0.0167
hpr	16	24	0.00667
hpr	16	24	0.02
hpr	16	24	0.00333
hpr	16	24	0.00333
hpr	16	24	0.00333
hpr	16	24	0
hpr	16	24	0
hpr	16	24	0.01
hpr	16	24	0.00333
hpr	16	24	0
hpr	16	24	0.01
hpr	16	24	0.0167
hpr	16	24	0.0167
hpr	16	24	0.01
hpr	16	24	0.01
hpr	16	24	0.0133
hpr	16	24	0.00667
hpr	18	27	0.03
hpr	18	27	0.01
hpr	18	27	0.0633
hpr	18	27	0.03
hpr	18	27	0
hpr	18	27	0.00667
hpr	18	27	0.00333
hpr	18	27	0.01
hpr	18	27	0.0333
hpr	18	27	0.01
hpr	18	27	0.0133
hpr	18	27	0.00667
hpr	18	27	0.00667
hpr	18	27	0.0333
hpr	18	27	0.0367
hpr	18	27	0.02
hpr	18	27	0.00333
hpr	18	27	0.00667
hpr	18	27	0.0333
hpr	18	27	0.0133
hpr	18	27	0.0133
hpr	18	27	0.03
hpr	18	27	0.0233
hpr	18	27	0.02
hpr	18	27	0.0167
hpr	18	27	0.0133
hpr	18	27	0.04
hpr	18	27	0.00333
hpr	18	27	0.0233
